City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,pringsewu,-5.3582,104.9744,295.63,97,96,0.96,ID,1674413937
369,liuzhou,24.3126,109.3892,283.26,76,100,2.81,CN,1674413938
370,tuytepa,41.0321,69.3625,263.34,92,17,1.28,UZ,1674413938
371,pangnirtung,66.1451,-65.7125,253.15,77,100,2.57,CA,1674413939
372,rudnogorsk,57.2639,103.7519,230.38,99,39,1.21,RU,1674413939
373,chunskiy,56.0815,99.6342,229.15,100,57,1.61,RU,1674413940
374,young,-32.6833,-57.6333,310.08,16,0,5.68,UY,1674413940
375,ifanadiana,-21.3,47.6333,294.24,99,100,2.43,MG,1674413940
376,karasjok,69.4719,25.5112,266.79,94,91,3.83,NO,1674413941
377,lithakia,37.7167,20.8333,284.8,67,21,9.31,GR,1674413941
378,char bhadrasan,23.3167,90.2167,291.8,40,36,1.69,BD,1674413942
379,puerto quijarro,-17.7833,-57.7667,308.18,37,67,3.1,BO,1674413942
380,bowen,-20.0167,148.2333,298.11,79,71,4.36,AU,1674413943
381,ntchisi,-13.5278,33.9149,288.05,94,100,2.34,MW,1674413943
382,ilave,-16.0833,-69.6667,288.97,30,4,5.1,PE,1674413944
383,iquitos,-3.7481,-73.2472,296.17,88,100,5.14,PE,1674413944
384,hjelset,62.7833,7.4833,282.03,39,75,7.2,NO,1674413945
385,usak,38.5,29.4167,279.63,67,14,1.27,TR,1674413945
386,yatou,37.15,122.3833,274.65,83,74,2.8,CN,1674413946
387,maniitsoq,65.4167,-52.9,270.0,68,100,8.68,GL,1674413946
388,ilheus,-14.7889,-39.0494,303.05,74,40,3.6,BR,1674413947
389,dingle,10.9995,122.6711,296.43,93,100,3.87,PH,1674413947
390,kamaishi,39.2667,141.8833,271.27,62,4,1.98,JP,1674413948
391,ponta do sol,32.6667,-17.1,291.32,60,47,3.35,PT,1674413948
392,mimongo,-1.6195,11.6068,294.63,94,99,0.69,GA,1674413949
393,sungairaya,0.7,108.9,298.06,89,94,0.85,ID,1674413949
394,grand gaube,-20.0064,57.6608,299.37,80,100,4.06,MU,1674413950
395,talara,-4.5772,-81.2719,301.57,57,0,5.14,PE,1674413950
396,ust-nera,64.5667,143.2,235.98,100,91,0.86,RU,1674413951
397,victor harbor,-35.5667,138.6167,289.82,86,24,3.05,AU,1674413951
398,odienne,9.51,-7.5692,303.85,19,8,1.22,CI,1674413952
399,saint-francois,46.4154,3.9054,273.84,84,100,4.63,FR,1674413884
400,northam,51.0333,-4.2167,278.92,76,100,4.15,GB,1674413952
401,bonfim,3.0833,-59.95,299.12,49,88,3.38,BR,1674413953
402,sioux lookout,50.1001,-91.917,267.19,79,40,1.54,CA,1674413954
403,porto nacional,-10.7081,-48.4172,297.15,95,100,1.05,BR,1674413954
404,homnabad,17.7667,77.1333,292.81,46,30,3.05,IN,1674413955
405,belmonte,-15.8631,-38.8828,300.07,84,100,3.91,BR,1674413955
406,turukhansk,65.8167,87.9833,250.98,93,100,7.5,RU,1674413956
407,micheweni,-4.9667,39.8333,300.24,82,100,7.32,TZ,1674413956
408,bilokurakyne,49.5341,38.7307,271.4,77,100,5.11,UA,1674413957
409,beringovskiy,63.05,179.3167,252.43,94,100,5.88,RU,1674413957
410,den helder,52.9599,4.7593,276.14,83,100,4.47,NL,1674413957
411,samalkha,29.2333,77.0167,285.1,51,7,2.13,IN,1674413958
412,sirsi,14.6167,74.85,291.14,42,40,2.04,IN,1674413959
413,kayerkan,69.3497,87.7602,245.1,95,62,2.04,RU,1674413959
414,pangai,-19.8,-174.35,301.21,74,20,4.63,TO,1674413960
415,berlevag,70.8578,29.0864,277.15,69,75,7.2,NO,1674413960
416,port blair,11.6667,92.75,299.17,78,40,2.57,IN,1674413961
417,khor,47.8861,134.9464,233.05,100,37,1.7,RU,1674413961
418,uarini,-2.99,-65.1083,300.3,86,72,1.57,BR,1674413962
419,amahai,-3.3333,128.9167,298.74,82,100,1.54,ID,1674413962
420,dhidhdhoo,6.8833,73.1,299.69,75,100,3.77,MV,1674413962
421,nacala,-14.5428,40.6728,297.28,92,100,4.62,MZ,1674413963
422,kristiansand,58.1467,7.9956,273.63,85,75,0.0,NO,1674413963
423,vostok,46.4856,135.8833,240.18,98,29,2.05,RU,1674413964
424,viedma,-40.8135,-62.9967,300.23,33,0,7.57,AR,1674413964
425,kiruna,67.8557,20.2251,266.66,86,0,2.57,SE,1674413965
426,labytnangi,66.6572,66.4183,261.49,87,18,3.69,RU,1674413965
427,aykino,62.2248,49.9922,252.92,100,80,1.55,RU,1674413965
428,hambantota,6.1241,81.1185,297.34,94,40,2.06,LK,1674413966
429,salalah,17.0151,54.0924,295.42,68,32,3.67,OM,1674413967
430,vanderhoof,54.0166,-124.0198,265.29,90,40,0.44,CA,1674413967
431,jawhar,2.7809,45.5005,297.65,76,16,8.79,SO,1674413968
432,tumpat,6.1978,102.171,299.14,88,40,3.09,MY,1674413968
433,brandon,27.9378,-82.2859,301.09,72,100,8.75,US,1674413969
434,skibbereen,51.55,-9.2667,282.1,96,77,1.84,IE,1674413969
435,mount isa,-20.7333,139.5,292.02,63,19,2.06,AU,1674413969
436,nerchinskiy zavod,51.3088,119.61,230.81,100,100,0.58,RU,1674413970
437,mercedes,-34.6515,-59.4307,307.56,22,0,4.28,AR,1674413970
438,carauari,-4.8828,-66.8958,303.12,65,36,1.13,BR,1674413971
439,rio grande,-32.035,-52.0986,310.21,53,0,7.07,BR,1674413971
440,alofi,-19.0595,-169.9187,298.09,100,100,1.54,NU,1674413971
441,riberalta,-10.9833,-66.1,306.26,52,75,6.17,BO,1674413972
442,rio gallegos,-51.6226,-69.2181,292.18,22,75,3.09,AR,1674413972
443,hofn,64.2539,-15.2082,275.36,53,5,16.63,IS,1674413973
444,kapit,2.0167,112.9333,295.65,99,65,0.73,MY,1674413973
445,scarborough,54.2797,-0.4044,274.91,87,100,1.34,GB,1674413686
446,parintins,-2.6283,-56.7358,300.63,74,100,1.1,BR,1674413937
447,san luis,-33.295,-66.3356,298.84,55,91,3.9,AR,1674413974
448,karwar,14.8,74.1333,294.72,77,100,4.22,IN,1674413975
449,fukue,32.6881,128.8419,284.29,81,100,11.18,JP,1674413975
450,murray bridge,-35.1167,139.2667,288.77,83,7,2.79,AU,1674413976
451,emba,48.8264,58.1442,259.82,72,0,2.5,KZ,1674413976
452,pavlodar,52.3,76.95,260.04,72,0,4.0,KZ,1674413976
453,sao domingos,-13.3983,-46.3183,295.06,84,100,1.63,BR,1674413977
454,yar-sale,66.8333,70.8333,266.05,95,100,4.63,RU,1674413977
455,yugo-kamskiy,57.7053,55.5894,260.16,100,95,1.35,RU,1674413978
456,anadyr,64.75,177.4833,250.43,63,0,2.0,RU,1674413978
457,harper,4.375,-7.7169,299.92,79,61,4.16,LR,1674413979
458,poronaysk,49.2167,143.1167,247.99,92,18,2.49,RU,1674413979
459,flin flon,54.7682,-101.865,267.06,93,100,3.09,CA,1674413980
460,kharp,66.8014,65.8081,262.67,90,13,4.14,RU,1674413980
461,aloja,57.7669,24.8825,265.5,97,16,2.04,LV,1674413980
462,samarina,57.8878,27.8054,270.09,98,58,1.93,RU,1674413981
463,asahikawa,43.7678,142.3703,261.04,95,100,1.41,JP,1674413766
464,chapais,49.7834,-74.8492,268.03,89,100,3.54,CA,1674413981
465,puqi,29.7167,113.8833,280.64,77,99,1.15,CN,1674413982
466,mariel,22.9875,-82.7536,301.19,51,99,8.62,CU,1674413982
467,carutapera,-1.195,-46.02,299.89,83,84,3.68,BR,1674413983
468,ahome,25.9167,-109.1833,294.36,25,0,5.29,MX,1674413983
469,nizhniy odes,63.6445,54.856,256.35,100,100,1.55,RU,1674413984
470,abadan,30.3392,48.3043,285.12,94,40,0.0,IR,1674413984
471,mason city,43.1536,-93.201,268.47,92,100,2.06,US,1674413710
472,hondo,32.45,130.2,281.97,92,100,7.03,JP,1674413985
473,zelenets,61.8849,50.7489,252.71,100,100,1.3,RU,1674413985
474,marsabit,2.3284,37.9899,296.15,41,96,4.16,KE,1674413985
475,auburn,47.3073,-122.2284,279.1,92,100,1.54,US,1674413731
476,anloga,5.7947,0.8973,300.89,80,100,5.59,GH,1674413986
477,kizner,56.2749,51.508,258.7,97,100,1.77,RU,1674413987
478,romitan,39.9343,64.3814,265.12,100,100,1.03,UZ,1674413987
479,tecoanapa,16.5167,-98.75,301.06,58,0,4.24,MX,1674413987
480,cambridge,43.3601,-80.3127,273.01,92,100,2.06,CA,1674413898
481,vrangel,42.7297,133.0839,263.09,90,100,2.93,RU,1674413988
482,pietermaritzburg,-29.6168,30.3928,293.63,98,97,0.6,ZA,1674413989
483,birin,26.8865,88.0718,280.07,66,0,2.31,NP,1674413989
484,palmito,9.3333,-75.55,305.19,46,1,0.78,CO,1674413990
485,puerto ayacucho,5.6639,-67.6236,306.31,42,100,1.16,VE,1674413990
486,pelaya,8.6882,-73.6645,308.74,28,0,2.03,CO,1674413991
487,deputatskiy,69.3,139.9,233.36,99,68,2.13,RU,1674413991
488,tucuma,-0.1833,-50.05,298.55,91,100,4.01,BR,1674413992
489,jiuquan,39.7432,98.5174,258.37,46,88,3.69,CN,1674413992
490,oskarshamn,57.2645,16.4484,273.14,88,6,2.17,SE,1674413992
491,longkou,37.6508,120.3286,271.97,79,74,6.53,CN,1674413993
492,barrhead,55.7992,-4.3929,282.07,89,100,5.14,GB,1674413994
493,riverton,40.5219,-111.9391,271.06,84,100,7.15,US,1674413994
494,caravelas,-17.7125,-39.2481,302.32,69,100,4.04,BR,1674413994
495,progreso,21.2833,-89.6667,306.21,49,0,0.6,MX,1674413995
496,bella union,-30.2752,-57.6007,310.7,18,0,4.15,UY,1674413995
497,walvis bay,-22.9575,14.5053,292.48,81,35,4.59,NA,1674413996
498,salinopolis,-0.6136,-47.3561,299.4,86,100,5.04,BR,1674413996
499,kang,-23.6752,22.7876,301.29,22,3,3.52,BW,1674413996
500,maceio,-9.6658,-35.7353,303.84,62,20,6.17,BR,1674413736
501,richards bay,-28.783,32.0377,296.59,86,14,0.96,ZA,1674413997
502,gillette,44.2911,-105.5022,274.83,70,95,4.02,US,1674413997
503,havre-saint-pierre,50.2334,-63.5986,269.35,74,75,6.17,CA,1674413998
504,yerbogachen,61.2767,108.0108,232.61,99,100,2.79,RU,1674413998
505,naron,43.5167,-8.1528,282.6,72,98,3.4,ES,1674413999
506,oneonta,42.4529,-75.0638,274.98,86,100,4.75,US,1674413910
507,srednekolymsk,67.45,153.6833,234.46,98,100,1.61,RU,1674414000
508,plettenberg bay,-34.0527,23.3716,293.33,91,8,2.55,ZA,1674414000
509,tocopilla,-22.092,-70.1979,295.98,74,0,3.14,CL,1674414001
510,coruripe,-10.1256,-36.1756,301.38,64,100,6.18,BR,1674414002
511,rawson,-43.3002,-65.1023,291.84,58,15,8.36,AR,1674414002
512,ust-kuyga,70.0167,135.6,235.02,100,100,2.93,RU,1674414002
513,liverpool,53.4106,-2.9779,278.05,88,75,2.57,GB,1674414003
514,tartagal,-22.5164,-63.8013,310.9,27,52,2.84,AR,1674414004
515,bayir,37.2687,28.2167,280.44,82,0,0.75,TR,1674414005
516,grande prairie,55.1667,-118.8027,271.25,64,40,5.14,CA,1674413816
517,laurel,39.0993,-76.8483,278.54,86,100,2.06,US,1674414009
518,santa luzia,-19.7697,-43.8514,297.35,80,80,2.77,BR,1674414015
519,baryatino,54.3121,34.521,272.39,91,100,2.31,RU,1674414016
520,clyde,41.3042,-82.9752,273.6,90,100,1.05,US,1674414019
521,erzurum,40.0,41.5,269.97,62,0,1.23,TR,1674414028
522,chiredzi,-21.05,31.6667,298.5,54,100,2.12,ZW,1674414031
523,lufilufi,-13.8745,-171.5986,300.76,78,36,6.51,WS,1674414031
524,tuatapere,-46.1333,167.6833,283.52,66,42,1.41,NZ,1674414033
525,hobyo,5.3505,48.5268,298.08,77,59,9.94,SO,1674414033
526,zhengjiatun,43.5064,123.5064,253.55,45,100,5.63,CN,1674414034
527,khandyga,62.6667,135.6,221.53,100,99,0.75,RU,1674414035
528,pingliang,35.5392,106.6861,267.29,36,100,5.44,CN,1674414035
529,cuautepec,16.7,-99.0,302.79,42,0,3.61,MX,1674414037
530,arlit,18.7369,7.3853,296.56,11,0,2.29,NE,1674414037
531,bafq,31.6128,55.4107,277.07,51,1,1.78,IR,1674414038
532,san andres,12.5847,-81.7006,299.68,74,2,7.89,CO,1674414038
533,bawku,11.0616,-0.2417,304.29,13,0,1.54,GH,1674414039
534,ouadda,8.0777,22.4007,297.01,22,35,2.41,CF,1674414039
535,atambua,-9.1061,124.8925,296.38,87,96,1.07,ID,1674414040
536,wanning,18.8003,110.3967,294.99,94,100,2.52,CN,1674414040
537,hohhot,40.8106,111.6522,257.17,65,41,3.99,CN,1674414041
538,kieta,-6.2167,155.6333,299.0,82,100,0.41,PG,1674414041
539,kindersley,51.4668,-109.1682,274.16,93,100,7.2,CA,1674414042
540,muros,42.7762,-9.0603,281.95,70,68,3.74,ES,1674414043
541,suez,29.9737,32.5263,288.23,68,62,3.96,EG,1674414043
542,chingirlau,51.095,54.0814,255.61,84,24,1.47,KZ,1674414043
543,camacha,33.0833,-16.3333,287.83,77,75,6.17,PT,1674414044
544,moncton,46.1159,-64.8019,271.11,67,20,7.2,CA,1674413804
545,ciudad bolivar,8.1222,-63.5497,302.72,54,99,6.05,VE,1674414045
546,ambovombe,-25.1667,46.0833,297.66,81,100,6.96,MG,1674414045
547,namtsy,62.7161,129.6658,220.6,100,88,0.36,RU,1674414046
548,ashtian,34.5217,50.0019,269.2,76,6,2.85,IR,1674414046
549,haikou,20.0458,110.3417,292.91,95,96,3.31,CN,1674414047
550,ossora,59.2353,163.0719,254.1,98,100,7.13,RU,1674414047
551,santa barbara,34.7333,-120.0343,286.36,48,0,2.57,US,1674414039
